CCTV,#genre#
少林剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625526423
午夜剧场,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625759558
喜剧联盟,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231621/index.m3u8
古天乐,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231645/index.m3u8
成龙,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231687/index.m3u8
郭富城,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231688/index.m3u8
高分影院,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231699/index.m3u8
周润发,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231709/index.m3u8
怀旧老片,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231513/index.m3u8
周星驰,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231562/index.m3u8
午夜剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231516/index.m3u8
吴京作,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231564/index.m3u8
云上电影,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231565/index.m3u8
每日科幻,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231568/index.m3u8
葛优,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231754/index.m3u8
刘德华,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231757/index.m3u8
僵尸剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231742/index.m3u8
刘亦菲,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231787/index.m3u8
金庸,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231477/index.m3u8
新片放映,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231640/index.m3u8
盗墓笔记,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231652/index.m3u8
试胆大会,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231672/index.m3u8
高能烧脑时刻,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231504/index.m3u8
杨幂,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231556/index.m3u8
4K剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231624/index.m3u8
爱情公寓,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231583/index.m3u8
军旅剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231585/index.m3u8
48剧场公演,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231622/index.m3u8
红色谍战,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231627/index.m3u8
少林剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁杰,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231634/index.m3u8
黄金剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231637/index.m3u8
追剧少女,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231643/index.m3u8
古龙作品,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231657/index.m3u8
经典贺岁片,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231679/index.m3u8
24小时体育,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231778/index.m3u8
每日荐影,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231727/index.m3u8
武侠剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231763/index.m3u8

CIBN,#genre#
CIBN经典剧场,http://211.94.219.178:18080/PLTV/68/224/3221226402/index.m3u8
CIBN古装剧场,http://211.94.219.178:18080/PLTV/68/224/3221226400/index.m3u8
CIBN动画乐园,http://211.94.219.178:18080/PLTV/68/224/3221226406/index.m3u8
CIBN真人秀,http://211.94.219.178:18080/PLTV/68/224/3221226416/index.m3u8
CIBN骄阳剧场,http://211.94.219.178:18080/PLTV/68/224/3221226423/index.m3u8
CIBN综合,http://211.94.219.178:18080/PLTV/68/224/3221226420/index.m3u8
CIBN流金岁月,http://211.94.219.178:18080/PLTV/68/224/3221226425/index.m3u8
CIBN纪录片,http://211.94.219.178:18080/PLTV/68/224/3221226437/index.m3u8
CIBN风尚运动,http://211.94.219.178:18080/PLTV/68/224/3221226429/index.m3u8
CIBN微电影,http://211.94.219.178:18080/PLTV/68/224/3221226441/index.m3u8

CIBN骄阳剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231745/index.m3u8
CIBN综合,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231696/index.m3u8
CIBN风尚运动,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231684/index.m3u8
CIBN流金岁月,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231664/index.m3u8
CIBN古装剧场,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231625/index.m3u8
CIBN真人秀,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231589/index.m3u8
CIBN微电影,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231586/index.m3u8
CIBN时尚生活,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231489/index.m3u8
CIBN纪录片,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221231594/index.m3u8

CIBN流金岁月,http://live1.nty.tv189.com/tm-yg1scpd-1200k.m3u8?sign=&guid=&uid=
CIBN动画乐园,http://live1.nty.tv189.com/tm-yg1jpyy-1200k.m3u8?sign=&guid=&uid=
CIBN纪录片,http://live1.nty.tv189.com/tm-yg1jkpd-512k.m3u8?sign=&guid=&uid=
CIBN骄阳剧场,http://live1.nty.tv189.com/tm-yg1jyjc-1200k.m3u8?sign=&guid=&uid=
CIBN骄阳剧场2http://live1.nty.tv189.com/tm-yg1lypd-512k.m3u8?sign=&guid=&uid=
CIBN经典剧场,http://live1.nty.tv189.com/tm-yg1jyjc-1200k.m3u8?sign=&guid=&uid=
CIBN古装剧场,http://live1.nty.tv189.com/tm-yg1qgyy-512k.m3u8?sign=&guid=&uid=
CIBN真人秀,http://live1.nty.tv189.com/tm-yg1zrx-512k.m3u8?sign=&guid=&uid=
CIBN微电影,http://live1.nty.tv189.com/tm-yg1teadj-512k.m3u8?sign=&guid=&uid=
